4/10 21:40:00.880  COMBAT_LOG_VERSION,9,ADVANCED_LOG_ENABLED,1,BUILD_VERSION,1.14.3,PROJECT_ID,2
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018D7128,0,86,90,582,391,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824,0,(9,21,21),(),[(21337,81,(2589,0,0),(),()),(21608,81,(),(),()),(21335,78,(2486,0,0),(),()),(0,0,(),(),()),(19682,65,(1892,0,0),(),()),(19388,77,(),(),()),(19683,65,(2544,0,0),(),()),(19684,65,(911,0,0),(),()),(16934,76,(1886,0,0),(),()),(21585,88,(2614,0,0),(),()),(21709,88,(),(),()),(21417,65,(),(),()),(13968,63,(),(),()),(19950,68,(),(),()),(22731,88,(1888,0,0),(),()),(21273,79,(2504,2628,0),(),()),(0,0,(),(),()),(22408,63,(),(),()),(0,0,(),(),())],[Player-5233-018D7128,23768,Player-5233-018D7128,15366,Player-5233-018D7128,355365,Player-5233-018D7128,355366,Player-5233-018D7128,355363,Player-5233-018D7128,22820,Player-5233-018D7128,22818,Player-5233-018D7128,22817],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-0191218D,0,54,58,360,421,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,0,(21,30,0),(),[(22514,88,(2590,0,0),(),()),(23036,83,(),(),()),(22515,86,(2604,0,0),(),()),(0,0,(),(),()),(22512,92,(1891,0,0),(),()),(22518,88,(),(),()),(22513,88,(2590,0,0),(),()),(22516,86,(911,0,0),(),()),(22519,88,(2566,0,0),(),()),(22517,88,(2617,0,0),(),()),(19382,83,(),(),()),(23061,92,(),(),()),(19950,68,(),(),()),(19958,65,(),(),()),(22960,83,(1888,0,0),(),()),(22942,81,(2505,0,0),(),()),(23048,90,(),(),()),(19435,70,(),(),()),(0,0,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-012E4540,0,139,94,447,408,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6768,0,(0,5,46),(),[(21372,81,(2587,0,0),(),()),(21712,88,(),(),()),(21376,78,(2604,0,0),(),()),(154,1,(),(),()),(21374,88,(1893,0,0),(),()),(22470,88,(),(),()),(22465,88,(2587,0,0),(),()),(22468,86,(911,0,0),(),()),(22471,88,(2566,0,0),(),()),(22469,88,(2617,0,0),(),()),(19140,71,(),(),()),(19140,71,(),(),()),(19395,75,(),(),()),(21625,78,(),(),()),(21583,88,(1888,0,0),(),()),(22942,81,(2505,0,0),(),()),(21610,81,(),(),()),(22396,78,(),(),()),(0,0,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-0152B9E0,0,94,377,327,190,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,(1,31,19),(),[(16846,66,(),(),()),(19856,68,(),(),()),(19373,75,(),(),()),(127,1,(),(),()),(11726,57,(),(),()),(22207,60,(),(),()),(16847,66,(),(),()),(16941,76,(911,0,0),(),()),(16935,76,(1883,0,0),(),()),(16852,66,(),(),()),(19925,68,(),(),()),(21477,74,(),(),()),(19991,52,(),(),()),(23570,81,(),(),()),(19907,68,(),(),()),(19900,68,(),(),()),(0,0,(),(),()),(21459,72,(),(),()),(0,0,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018A7559,0,72,77,429,353,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,(30,0,21),(),[(22267,63,(),(),()),(19876,68,(),(),()),(16807,66,(),(),()),(0,0,(),(),()),(19682,65,(928,0,0),(),()),(18809,71,(),(),()),(19683,65,(),(),()),(19684,65,(911,0,0),(),()),(21464,72,(),(),()),(19407,75,(),(),()),(19893,71,(),(),()),(22721,65,(),(),()),(19950,68,(),(),()),(13968,63,(),(),()),(22711,68,(),(),()),(17103,71,(2504,0,0),(),()),(19891,66,(),(),()),(15282,60,(),(),()),(0,0,(),(),())],[Player-5233-018A7559,355365,Player-5233-018A7559,355366,Player-5233-018A7559,355363,Player-5233-018A7559,22820,Player-5233-018A7559,22818],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018D3EB1,0,473,346,749,105,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5984,0,(2,32,17),(),[(21329,81,(2583,0,0),(),()),(18404,74,(),(),()),(21330,78,(2606,0,0),(),()),(11840,55,(),(),()),(21331,88,(1891,0,0),(),()),(19823,61,(),(),()),(21332,81,(2583,0,0),(),()),(16862,66,(),(),()),(21457,72,(1885,0,0),(),()),(18823,69,(2564,0,0),(),()),(19384,83,(),(),()),(21205,80,(),(),()),(13965,63,(),(),()),(11815,58,(),(),()),(21621,78,(),(),()),(21244,79,(1900,0,0),(),()),(21498,66,(1900,0,0),(),()),(21459,72,(),(),()),(5976,1,(),(),())],[Player-5233-018D3EB1,23735,Player-5233-018D3EB1,15366,Player-5233-018D3EB1,355365,Player-5233-018D3EB1,355366,Player-5233-018D3EB1,22820,Player-5233-018D3EB1,22818,Player-5233-018D3EB1,22817,Player-5233-018D3EB1,2458],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-01730186,0,90,95,500,395,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,0,(9,21,21),(),[(21337,81,(2589,0,0),(),()),(22943,83,(),(),()),(21335,78,(2605,0,0),(),()),(0,0,(),(),()),(19682,65,(1891,0,0),(),()),(19136,71,(),(),()),(19683,65,(2589,0,0),(),()),(19684,65,(911,0,0),(),()),(19374,75,(1883,0,0),(),()),(19407,75,(2614,0,0),(),()),(23031,83,(),(),()),(21709,88,(),(),()),(19379,83,(),(),()),(19950,68,(),(),()),(22731,88,(2621,0,0),(),()),(22807,83,(2504,2628,0),(),()),(19891,66,(),(),()),(19861,68,(),(),()),(0,0,(),(),())],[Player-5233-01730186,23768,Player-5233-01730186,15366,Player-5233-01730186,355365,Player-5233-01730186,22820,Player-5233-01730186,22818],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-012E4171,0,117,750,593,241,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5052,0,(0,31,20),(),[(22438,88,(2586,0,0),(),()),(19377,83,(),(),()),(16937,76,(2606,0,0),(),()),(127,1,(),(),()),(22436,92,(1891,0,0),(),()),(22442,88,(),(),()),(22437,88,(2586,0,0),(),()),(16941,76,(1887,0,0),(),()),(22443,88,(2565,0,0),(),()),(22441,88,(2564,0,0),(),()),(22961,83,(),(),()),(21596,88,(),(),()),(13965,63,(),(),()),(23570,81,(),(),()),(21710,88,(849,0,0),(),()),(23039,83,(2646,0,0),(),()),(0,0,(),(),()),(19361,77,(664,0,0),(),()),(0,0,(),(),())],[Player-5233-012E4171,15366,Player-5233-012E4171,355365,Player-5233-012E4171,355366,Player-5233-012E4171,22820,Player-5233-012E4171,22818,Player-5233-012E4171,22817],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018AFACB,0,72,77,445,477,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,(0,31,20),(),[(21347,81,(2588,0,0),(),()),(19601,65,(),(),()),(16917,76,(2483,0,0),(),()),(6096,1,(),(),()),(20034,65,(928,0,0),(),()),(16818,76,(),(),()),(16915,76,(2588,0,0),(),()),(21344,78,(911,0,0),(),()),(16918,76,(905,0,0),(),()),(19929,71,(),(),()),(21414,65,(),(),()),(21709,88,(),(),()),(18820,66,(),(),()),(19339,76,(),(),()),(19857,68,(884,0,0),(),()),(21273,79,(2504,2628,0),(),()),(0,0,(),(),()),(19367,75,(),(),()),(5976,1,(),(),())],[Player-5233-018AFACB,15366,Player-5233-018AFACB,355365,Player-5233-018AFACB,355363,Player-5233-018AFACB,22820,Player-5233-018AFACB,22818,Player-5233-018AFACB,22817],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-012DD5C3,0,73,78,474,447,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,0,(17,31,3),(),[(19375,83,(2588,0,0),(),()),(18814,78,(),(),()),(22499,86,(2605,0,0),(),()),(18231,1,(),(),()),(22496,92,(1891,0,0),(),()),(19136,71,(),(),()),(21676,76,(2588,0,0),(),()),(21344,78,(911,0,0),(),()),(21186,62,(1883,0,0),(),()),(22501,88,(2616,0,0),(),()),(21709,88,(),(),()),(23237,83,(),(),()),(19379,83,(),(),()),(19339,76,(),(),()),(19857,68,(2621,0,0),(),()),(22807,83,(2504,2628,0),(),()),(19311,65,(),(),()),(21603,78,(),(),()),(0,0,(),(),())],[Player-5233-012DD5C3,23768,Player-5233-012DD5C3,15366,Player-5233-012DD5C3,355365,Player-5233-012DD5C3,355363,Player-5233-012DD5C3,22820,Player-5233-012DD5C3,22818],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-01899E4D,0,55,61,322,398,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,(21,30,0),(),[(21615,81,(),(),()),(19885,66,(),(),()),(16924,76,(),(),()),(0,0,(),(),()),(16923,76,(928,0,0),(),()),(19842,61,(),(),()),(16922,76,(2590,0,0),(),()),(16919,76,(911,0,0),(),()),(16926,76,(2565,0,0),(),()),(22517,88,(2617,0,0),(),()),(19382,83,(),(),()),(21620,78,(),(),()),(19395,75,(),(),()),(18469,62,(),(),()),(19430,75,(1889,0,0),(),()),(21839,84,(2505,0,0),(),()),(21666,76,(),(),()),(19435,70,(),(),()),(5976,1,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-01897161,0,104,68,407,407,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649,0,(0,5,46),(),[(22466,88,(2587,0,0),(),()),(21712,88,(),(),()),(22467,86,(2604,0,0),(),()),(0,0,(),(),()),(16841,66,(1843,0,0),(),()),(22470,88,(),(),()),(22465,88,(2587,0,0),(),()),(22468,86,(),(),()),(22471,88,(2566,0,0),(),()),(22469,88,(2617,0,0),(),()),(19140,71,(),(),()),(19382,83,(),(),()),(1973,59,(),(),()),(21625,78,(),(),()),(19430,75,(),(),()),(23464,78,(2505,2625,0),(),()),(19312,65,(),(),()),(23200,65,(),(),()),(5976,1,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018F557A,0,329,202,362,75,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4883,0,(17,34,0),(),[(12640,61,(1506,0,0),(),()),(18404,74,(),(),()),(17749,51,(2486,0,0),(),()),(6125,1,(),(),()),(21652,77,(),(),()),(19137,78,(),(),()),(20699,63,(),(),()),(19387,77,(911,0,0),(),()),(17746,51,(),(),()),(21581,88,(2564,0,0),(),()),(19384,83,(),(),()),(23038,85,(),(),()),(23041,90,(),(),()),(19406,75,(),(),()),(17739,52,(2620,0,0),(),()),(21715,72,(1900,0,0),(),()),(21392,70,(1900,0,0),(),()),(22811,83,(),(),()),(5976,1,(),(),())],[Player-5233-018F557A,2458],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-01475C70,0,250,187,343,43,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4719,0,(17,34,0),(),[(12640,61,(),(),()),(18404,74,(),(),()),(19394,75,(),(),()),(6125,1,(),(),()),(22872,68,(),(),()),(19823,61,(),(),()),(22873,68,(),(),()),(19381,83,(),(),()),(13211,60,(),(),()),(19143,69,(),(),()),(18500,61,(),(),()),(18500,61,(),(),()),(19120,51,(),(),()),(13965,63,(),(),()),(22712,68,(1889,0,0),(),()),(21715,72,(),(),()),(19103,65,(),(),()),(19853,68,(),(),()),(15199,40,(),(),())],[Player-5233-01475C70,355366,Player-5233-01475C70,355363,Player-5233-01475C70,2458],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-01928D9C,0,57,62,387,470,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559,0,(21,30,0),(),[(16921,76,(),(),()),(21504,70,(),(),()),(22412,63,(),(),()),(4334,34,(),(),()),(16815,66,(1892,0,0),(),()),(16925,76,(),(),()),(16814,66,(),(),()),(19897,65,(911,0,0),(),()),(16926,76,(1883,0,0),(),()),(20618,72,(2614,0,0),(),()),(18403,74,(),(),()),(22721,65,(),(),()),(12930,60,(),(),()),(19930,68,(),(),()),(19870,71,(1888,0,0),(),()),(18608,75,(),(),()),(0,0,(),(),()),(13938,62,(),(),()),(0,0,(),(),())],[Player-5233-01928D9C,355365,Player-5233-01928D9C,355363,Player-5233-01928D9C,22820,Player-5233-01928D9C,22818,Player-5233-01928D9C,22817],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-012D1F11,0,86,90,632,411,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,(7,21,23),(),[(21337,81,(2589,0,0),(),()),(18814,78,(),(),()),(22507,86,(2605,0,0),(),()),(4334,34,(),(),()),(22504,92,(1892,0,0),(),()),(19388,77,(),(),()),(22505,88,(2589,0,0),(),()),(22508,86,(929,0,0),(),()),(19374,75,(1886,0,0),(),()),(21585,88,(2614,0,0),(),()),(21417,65,(),(),()),(21709,88,(),(),()),(19379,83,(),(),()),(13968,63,(),(),()),(19857,68,(1888,0,0),(),()),(22807,83,(2504,0,0),(),()),(19891,66,(),(),()),(19861,68,(),(),()),(15199,40,(),(),())],[Player-5233-012D1F11,15366,Player-5233-012D1F11,355365,Player-5233-012D1F11,22820,Player-5233-012D1F11,22818,Player-5233-012D1F11,22817],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018D5957,0,397,254,495,70,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4888,0,(17,34,0),(),[(12640,61,(2543,0,0),(),()),(19856,68,(),(),()),(21330,78,(),(),()),(6125,1,(),(),()),(11726,57,(928,0,0),(),()),(19823,61,(),(),()),(21495,71,(2543,0,0),(),()),(21490,73,(911,0,0),(),()),(21457,72,(1885,0,0),(),()),(22714,68,(2564,0,0),(),()),(19898,68,(),(),()),(21393,65,(),(),()),(20130,52,(),(),()),(13965,63,(),(),()),(21394,67,(849,0,0),(),()),(19852,68,(1900,0,0),(),()),(19852,68,(1900,0,0),(),()),(22347,65,(),(),()),(0,0,(),(),())],[Player-5233-018D5957,15366,Player-5233-018D5957,355365,Player-5233-018D5957,355366,Player-5233-018D5957,355363,Player-5233-018D5957,22818,Player-5233-018D5957,22817,Player-5233-018D5957,2458],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018830A8,0,110,70,420,396,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6748,0,(0,5,46),(),[(22466,88,(2587,0,0),(),()),(21712,88,(),(),()),(22467,86,(2604,0,0),(),()),(154,1,(),(),()),(22464,92,(1891,0,0),(),()),(16944,76,(),(),()),(22465,88,(2587,0,0),(),()),(16949,76,(911,0,0),(),()),(22471,88,(2566,0,0),(),()),(16948,76,(2617,0,0),(),()),(23065,92,(),(),()),(21620,78,(),(),()),(19395,75,(),(),()),(17064,71,(),(),()),(19430,75,(903,0,0),(),()),(23056,89,(2505,2625,0),(),()),(23075,83,(926,0,0),(),()),(22396,78,(),(),()),(0,0,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-0189122F,0,71,78,436,445,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,(14,34,3),(),[(19375,83,(2588,0,0),(),()),(18814,78,(),(),()),(16917,76,(2486,0,0),(),()),(5107,14,(),(),()),(21343,88,(),(),()),(16818,76,(),(),()),(21676,76,(2588,0,0),(),()),(21344,78,(),(),()),(21464,72,(1883,0,0),(),()),(18808,70,(),(),()),(21414,65,(),(),()),(21210,80,(),(),()),(18820,66,(),(),()),(13968,63,(),(),()),(22731,88,(1888,0,0),(),()),(21413,70,(),(),()),(19891,66,(),(),()),(11748,53,(),(),()),(0,0,(),(),())],[Player-5233-0189122F,23768,Player-5233-0189122F,15366,Player-5233-0189122F,355365,Player-5233-0189122F,355366,Player-5233-0189122F,355363,Player-5233-0189122F,22820,Player-5233-0189122F,22818,Player-5233-0189122F,22817],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-012E1DE7,0,289,484,374,53,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,0,(15,31,5),(),[(21360,81,(2585,0,0),(),()),(19377,83,(),(),()),(21361,78,(2606,0,0),(),()),(16059,20,(),(),()),(21364,88,(1891,0,0),(),()),(22482,88,(),(),()),(21362,81,(2585,0,0),(),()),(22480,86,(1887,0,0),(),()),(22483,88,(1885,0,0),(),()),(18823,69,(2564,0,0),(),()),(19432,75,(),(),()),(19384,83,(),(),()),(21180,66,(),(),()),(19406,75,(),(),()),(21710,88,(910,0,0),(),()),(22804,83,(2564,0,0),(),()),(19859,68,(2564,625,0),(),()),(17069,69,(664,0,0),(),()),(23192,1,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-018DCB38,0,211,380,437,49,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,0,(19,32,0),(),[(21360,81,(),(),()),(18404,74,(),(),()),(16823,66,(),(),()),(10034,1,(),(),()),(21364,88,(),(),()),(21586,88,(),(),()),(21362,81,(),(),()),(19381,83,(929,0,0),(),()),(12966,63,(929,0,0),(),()),(16826,66,(1887,0,0),(),()),(19325,65,(),(),()),(19384,83,(),(),()),(13965,63,(),(),()),(18465,62,(),(),()),(21406,67,(849,0,0),(),()),(17075,74,(1900,0,0),(),()),(18832,70,(1900,625,0),(),()),(22347,65,(),(),()),(0,0,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-01903DF0,0,50,54,302,418,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,(31,20,0),(),[(16813,66,(1483,0,0),(),()),(19885,66,(),(),()),(16924,76,(),(),()),(53,1,(),(),()),(22885,68,(1893,0,0),(),()),(19842,61,(),(),()),(16922,76,(1483,0,0),(),()),(16811,66,(911,0,0),(),()),(16926,76,(1883,0,0),(),()),(16920,76,(2617,0,0),(),()),(17110,70,(),(),()),(21411,65,(),(),()),(12930,60,(),(),()),(13968,63,(),(),()),(19870,71,(),(),()),(22713,68,(2568,2625,0),(),()),(11928,60,(),(),()),(19927,65,(),(),()),(0,0,(),(),())],[],0,0
4/10 22:25:55.168  COMBATANT_INFO,Player-5233-012E5778,0,524,472,825,71,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6270,0,(0,32,19),(),[(21329,81,(2583,0,0),(),()),(22732,88,(),(),()),(21330,78,(2606,0,0),(),()),(14617,1,(),(),()),(21331,88,(928,0,0),(),()),(21598,81,(),(),()),(21332,81,(2583,0,0),(),()),(19387,77,(1887,0,0),(),()),(22423,88,(1886,0,0),(),()),(21674,76,(2564,0,0),(),()),(21205,80,(),(),()),(21596,88,(),(),()),(19406,75,(),(),()),(20130,52,(),(),()),(21710,88,(849,0,0),(),()),(19019,80,(2564,0,0),(),()),(21244,79,(2564,0,0),(),()),(21459,72,(),(),()),(5976,1,(),(),())],[Player-5233-012E5778,23768,Player-5233-012E5778,15366,Player-5233-012E5778,355365,Player-5233-012E5778,355366,Player-5233-012E5778,355363,Player-5233-012E5778,22818,Player-5233-012E5778,22817,Player-5233-012E5778,71],0,0
